,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
183906,2093216,2425988,6000.0,6000.0,6000.0, 36 months,15.8,210.36,2.0,12.0,5.0,MORTGAGE,60000.0,Source Verified,Dec-2012,n,debt_consolidation,Debt free plan by consolidation ,620xx,IL,9.66,0.0,374.0,2.0,11.0,0.0,10736.0,53.1,40.0,f,0.0,0.0,6223.57,6223.57,6000.0,223.57,0.0,0.0,0.0,Mar-2013,5506.18,,Jun-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,229111.0,20200.0
360692,19927634,22150333,18000.0,18000.0,18000.0, 36 months,10.99,589.22,1.0,7.0,3.0,MORTGAGE,87500.0,Not Verified,Jul-2014,n,debt_consolidation,Debt consolidation,191xx,PA,17.53,3.0,308.0,0.0,12.0,0.0,14361.0,62.4,28.0,w,0.0,0.0,19736.86,19736.86,18000.0,1736.86,0.0,0.0,0.0,Jul-2015,13255.44,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,197194.0,23000.0
32582,480308,610527,25000.0,25000.0,24602.237301400004, 36 months,19.04,916.95,5.0,27.0,3.0,RENT,95000.0,Not Verified,Feb-2010,n,debt_consolidation,3 Yr Consolidation Loan,941xx,CA,16.03,0.0,428.0,0.0,2.0,0.0,33894.0,99.4,3.0,f,0.0,0.0,32977.34,32368.74,24999.99,7977.35,0.0,0.0,0.0,Feb-2013,961.18,,Feb-2013,0.0,1.0,INDIVIDUAL,0.0,,,
400190,15369675,17442117,3375.0,3375.0,3375.0, 36 months,18.25,122.44,3.0,17.0,1.0,RENT,52900.0,Source Verified,Apr-2014,n,debt_consolidation,Debt consolidation,200xx,DC,11.59,0.0,580.0,2.0,7.0,1.0,2117.0,51.6,13.0,f,0.0,0.0,489.76,489.76,291.0,198.76,0.0,0.0,0.0,Sep-2014,122.44,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,4064.0,21167.0,4100.0
229819,1085691,1322854,16000.0,16000.0,16000.0, 36 months,14.27,548.95,2.0,11.0,2.0,RENT,103000.0,Not Verified,Jan-2012,n,debt_consolidation,Debt Reduction,925xx,CA,9.5,0.0,425.0,0.0,12.0,0.0,29278.0,70.3,21.0,f,0.0,0.0,19756.8723515,19756.87,16000.0,3756.87,0.0,0.0,0.0,Jan-2015,564.12,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
459341,10625749,12497823,7500.0,7500.0,7500.0, 36 months,8.9,238.15,0.0,4.0,10.0,MORTGAGE,50000.0,Not Verified,Jan-2014,n,home_improvement,Home improvement,799xx,TX,20.04,0.0,552.0,0.0,8.0,0.0,7339.0,27.7,26.0,f,0.0,0.0,8264.81423578,8264.81,7500.0,764.81,0.0,0.0,0.0,Jun-2015,4454.82,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,34105.0,26500.0
172715,3098872,3771469,3000.0,3000.0,3000.0, 36 months,16.29,105.91,2.0,13.0,4.0,MORTGAGE,70000.0,Not Verified,Jan-2013,n,credit_card,Refi Loan,658xx,MO,12.72,0.0,559.0,3.0,12.0,0.0,23563.0,89.9,20.0,f,0.0,0.0,3040.76,3040.76,3000.0,40.76,0.0,0.0,0.0,Feb-2013,3041.08,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,181612.0,26200.0
26824,564046,716941,15000.0,15000.0,15000.0, 60 months,15.95,364.38,3.0,18.0,1.0,MORTGAGE,75000.0,Verified,Aug-2010,n,debt_consolidation,retirement prep,796xx,TX,24.83,0.0,465.0,0.0,12.0,0.0,17058.0,71.1,22.0,f,0.0,0.0,21303.6620501,21303.66,15000.0,6303.66,0.0,0.0,0.0,Jun-2014,5317.27,,Sep-2015,0.0,1.0,INDIVIDUAL,0.0,,,
301829,28522628,31045757,13375.0,13375.0,13375.0, 60 months,20.2,355.85,4.0,22.0,1.0,MORTGAGE,65400.0,Verified,Oct-2014,n,debt_consolidation,Debt consolidation,320xx,FL,20.95,0.0,489.0,0.0,21.0,0.0,3570.0,13.6,49.0,w,0.0,0.0,16357.21,16357.21,13375.0,2982.21,0.0,0.0,0.0,Dec-2015,11731.16,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,414466.0,26300.0
219690,1248987,1491379,22750.0,22750.0,22700.0, 60 months,13.11,518.92,1.0,8.0,5.0,RENT,46000.0,Verified,May-2012,n,other,personal,920xx,CA,11.11,0.0,262.0,1.0,8.0,0.0,12271.0,42.8,12.0,f,0.0,0.0,26744.17,26685.39,22750.0,3994.17,0.0,0.0,0.0,Nov-2013,17926.81,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
32296,485314,618243,15000.0,15000.0,14951.0989311, 36 months,12.73,503.5,2.0,10.0,9.0,MORTGAGE,95000.0,Not Verified,Feb-2010,n,debt_consolidation,DonewithBloomingdales!,328xx,FL,21.68,0.0,464.0,0.0,14.0,0.0,44135.0,54.2,29.0,f,0.0,0.0,18116.27,18054.38,15000.0,3116.27,0.0,0.0,0.0,Mar-2013,555.94,,Feb-2013,0.0,1.0,INDIVIDUAL,0.0,,,
12647,794580,999222,20000.0,20000.0,19975.0, 60 months,16.89,495.87,3.0,18.0,10.0,RENT,65000.0,Verified,Jun-2011,n,other,Wedding,072xx,NJ,6.72,1.0,504.0,3.0,14.0,0.0,8299.0,25.9,19.0,f,0.0,0.0,26575.81,26542.7,20000.0,6575.81,0.0,0.0,0.0,Nov-2013,13216.36,,Nov-2013,0.0,1.0,INDIVIDUAL,0.0,,,
687201,55168974,58739721,28500.0,28500.0,28450.0, 36 months,18.55,1038.23,4.0,21.0,3.0,OWN,75000.0,Source Verified,Jul-2015,n,debt_consolidation,Debt consolidation,799xx,TX,12.72,0.0,491.0,0.0,7.0,0.0,34146.0,83.3,19.0,f,0.0,0.0,30776.08,30722.09,28500.0,2276.08,0.0,0.0,0.0,Dec-2015,26652.53,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,34146.0,41000.0
213449,1333202,1578291,10800.0,10800.0,10800.0, 36 months,13.67,367.39,1.0,9.0,1.0,MORTGAGE,40000.0,Not Verified,Jun-2012,n,debt_consolidation,Pay off,212xx,MD,10.26,1.0,294.0,2.0,14.0,0.0,8808.0,44.3,31.0,f,0.0,0.0,5219.08,5219.08,3401.93,1372.45,0.0,444.7,4.4470000008,Jul-2013,367.39,,Dec-2013,0.0,1.0,INDIVIDUAL,0.0,,,
395310,15420177,17492618,7200.0,7200.0,7200.0, 36 months,10.99,235.69,1.0,6.0,1.0,RENT,79500.0,Verified,May-2014,n,debt_consolidation,Debt consolidation,112xx,NY,3.24,1.0,445.0,0.0,15.0,0.0,6378.0,22.9,28.0,w,0.0,0.0,7570.37023119,7570.37,7200.0,370.37,0.0,0.0,0.0,Nov-2014,6331.92,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,310604.0,27900.0
108676,6309897,7841228,4375.0,4375.0,4375.0, 36 months,18.85,160.04,3.0,17.0,3.0,RENT,28000.0,Source Verified,Aug-2013,n,debt_consolidation,debt consolidation,157xx,PA,30.99,0.0,602.0,1.0,10.0,0.0,5814.0,49.3,13.0,f,0.0,0.0,2520.45,2520.45,1303.81,773.53,0.0,443.11,4.4310999983,Sep-2014,160.04,,Feb-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,33370.0,11800.0
201490,1491186,1750833,11850.0,11850.0,11825.0, 36 months,8.9,376.28,0.0,4.0,6.0,MORTGAGE,68000.0,Verified,Sep-2012,n,debt_consolidation,Debt Consolidation,079xx,NJ,15.35,0.0,550.0,0.0,6.0,0.0,18250.0,78.8,12.0,f,0.0,0.0,13089.3816633,13061.77,11850.0,1239.38,0.0,0.0,0.0,Mar-2014,6703.5,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,383951.0,23160.0
179354,2370741,2833424,17200.0,17200.0,17200.0, 36 months,6.62,528.11,0.0,1.0,5.0,MORTGAGE,100000.0,Not Verified,Dec-2012,n,credit_card,Credit Card Consolidation,890xx,NV,9.76,0.0,468.0,0.0,8.0,0.0,16969.0,79.7,15.0,f,0.0,0.0,19011.6744936,19011.67,17200.0,1811.67,0.0,0.0,0.0,Dec-2015,527.82,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,318858.0,21300.0
746415,49136771,52445506,4800.0,4800.0,4800.0, 36 months,6.24,146.55,0.0,1.0,3.0,MORTGAGE,170000.0,Not Verified,May-2015,n,debt_consolidation,Debt consolidation,210xx,MD,18.29,2.0,301.0,0.0,24.0,0.0,21643.0,20.1,42.0,f,0.0,0.0,4872.86,4872.86,4800.0,72.86,0.0,0.0,0.0,Aug-2015,4581.42,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,450374.0,107800.0
122691,5875453,7337592,35000.0,35000.0,34975.0, 60 months,21.6,958.72,4.0,22.0,1.0,MORTGAGE,110000.0,Verified,Jul-2013,n,debt_consolidation,Debt Consolodation,028xx,RI,15.05,1.0,424.0,1.0,14.0,0.0,17031.0,68.7,36.0,f,0.0,0.0,46568.4274687,46535.18,35000.0,11568.43,0.0,0.0,0.0,Jul-2015,33.97,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,317429.0,24800.0
136298,5177095,6499462,15000.0,15000.0,14900.0, 36 months,10.16,485.14,1.0,5.0,6.0,RENT,46000.0,Verified,May-2013,n,debt_consolidation,Debt consolidation,908xx,CA,29.74,0.0,450.0,0.0,14.0,0.0,13693.0,67.1,33.0,f,0.0,0.0,17123.7655954,17009.61,15000.0,2123.77,0.0,0.0,0.0,Apr-2015,6469.5,,May-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,174537.0,20400.0
200924,1491495,1751318,6000.0,6000.0,6000.0, 36 months,18.49,218.4,3.0,16.0,2.0,RENT,90000.0,Source Verified,Sep-2012,n,credit_card,Credit card refinancing,112xx,NY,12.87,0.0,469.0,1.0,4.0,0.0,1523.0,95.2,20.0,f,0.0,0.0,7862.02,7862.02,6000.0,1862.02,0.0,0.0,0.0,Sep-2015,218.02,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,23663.0,1600.0
185918,1904743,2216901,14000.0,14000.0,14000.0, 36 months,12.12,465.81,1.0,7.0,10.0,RENT,80500.0,Verified,Nov-2012,n,debt_consolidation,Debt Consolidation from in between jobs,770xx,TX,15.05,0.0,176.0,0.0,9.0,0.0,42497.0,79.4,15.0,f,0.0,0.0,16667.9784109,16667.98,14000.0,2667.98,0.0,0.0,0.0,Apr-2015,3627.25,,May-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,42497.0,53500.0
224723,1092569,1329930,10000.0,10000.0,10000.0, 36 months,14.65,344.95,2.0,11.0,0.0,RENT,55000.0,Not Verified,Mar-2012,n,credit_card,Credit Card Refinance,278xx,NC,16.76,0.0,533.0,1.0,14.0,0.0,10988.0,80.8,26.0,f,0.0,0.0,12193.8507327,12193.85,10000.0,2193.85,0.0,0.0,0.0,May-2014,3582.75,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
198964,1521025,1784188,12000.0,12000.0,12000.0, 36 months,12.12,399.26,1.0,7.0,2.0,RENT,61000.0,Not Verified,Sep-2012,n,credit_card,C. Card,750xx,TX,25.32,0.0,534.0,0.0,10.0,0.0,12291.0,74.5,30.0,f,0.0,0.0,14134.5039787,14134.5,12000.0,2134.5,0.0,0.0,0.0,Dec-2014,3155.78,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,105447.0,16500.0
35050,443444,539571,20000.0,20000.0,18875.0, 36 months,16.35,706.59,4.0,20.0,0.0,RENT,59000.0,Verified,Oct-2009,n,small_business,SB Loan for start-up expenses,232xx,VA,2.87,0.0,524.0,1.0,3.0,0.0,11341.0,32.2,10.0,f,0.0,0.0,20539.87,19384.51,20000.0,539.87,0.0,0.0,0.0,Dec-2009,19834.28,,Nov-2009,0.0,1.0,INDIVIDUAL,0.0,,,
358783,20028281,22290882,10800.0,10800.0,10800.0, 60 months,13.98,251.19,2.0,12.0,1.0,MORTGAGE,74000.0,Source Verified,Jul-2014,n,debt_consolidation,Debt consolidation,320xx,FL,18.31,0.0,540.0,0.0,7.0,0.0,4921.0,91.1,15.0,w,0.0,0.0,11050.1794395,11050.18,10800.0,250.18,0.0,0.0,0.0,Sep-2014,10798.99,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,177611.0,5400.0
421178,13156242,15188443,5400.0,5400.0,5400.0, 36 months,21.18,203.95,4.0,22.0,1.0,MORTGAGE,72000.0,Verified,Mar-2014,n,debt_consolidation,Debt consolidation,481xx,MI,29.68,0.0,541.0,2.0,16.0,0.0,20070.0,63.5,30.0,w,0.0,0.0,6249.83,6249.83,5400.0,849.83,0.0,0.0,0.0,Dec-2014,4618.23,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,41698.0,31600.0
230228,1077404,1314138,7000.0,7000.0,7000.0, 36 months,7.9,219.04,0.0,3.0,10.0,OWN,60000.0,Source Verified,Jan-2012,n,debt_consolidation,Paying off credit cards,081xx,NJ,12.62,0.0,503.0,0.0,8.0,0.0,12792.0,42.4,15.0,f,0.0,0.0,6741.38,6741.38,5708.78,854.17,0.0,178.43,1.7843,Jul-2014,219.04,,Sep-2014,0.0,1.0,INDIVIDUAL,0.0,,,
15979,740551,938281,5000.0,5000.0,5000.0, 36 months,9.99,161.32,1.0,5.0,10.0,RENT,19200.0,Source Verified,Apr-2011,n,car,Colorado AWD work/family vehicle,802xx,CO,6.69,0.0,533.0,2.0,6.0,0.0,4239.0,27.7,6.0,f,0.0,0.0,5804.0837519,5804.08,5000.0,804.08,0.0,0.0,0.0,May-2014,178.67,,May-2014,0.0,1.0,INDIVIDUAL,0.0,,,
214926,1325299,1570258,18725.0,18725.0,18725.0, 60 months,20.99,506.47,4.0,22.0,2.0,MORTGAGE,68200.0,Source Verified,Jun-2012,n,debt_consolidation,Debt Consolidation,206xx,MD,8.67,0.0,504.0,2.0,11.0,0.0,7380.0,34.0,20.0,f,0.0,0.0,3052.57,3052.57,732.14,1286.54,0.0,1033.89,9.67,Oct-2012,506.47,,Jul-2014,0.0,1.0,INDIVIDUAL,0.0,,,
153464,3916035,5008359,8000.0,8000.0,8000.0, 36 months,18.49,291.19,3.0,16.0,5.0,MORTGAGE,100000.0,Verified,Apr-2013,n,wedding,Last minute wedding expenses,934xx,CA,13.93,0.0,561.0,0.0,12.0,0.0,20825.0,55.2,25.0,w,0.0,0.0,9925.145630399998,9925.15,8000.0,1925.15,0.0,0.0,0.0,Dec-2014,4392.54,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,143389.0,37700.0
280324,31256460,33829640,10000.0,10000.0,10000.0, 60 months,13.98,232.58,2.0,12.0,1.0,MORTGAGE,50000.0,Verified,Oct-2014,n,debt_consolidation,Debt consolidation,464xx,IN,19.56,0.0,502.0,1.0,11.0,0.0,8966.0,38.0,17.0,w,0.0,0.0,10640.96,10640.96,10000.0,640.96,0.0,0.0,0.0,Apr-2015,87.67,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,107665.0,23650.0
358362,20137440,22400152,12725.0,12725.0,12725.0, 36 months,15.61,444.93,3.0,15.0,7.0,RENT,32000.0,Source Verified,Jul-2014,n,debt_consolidation,Debt consolidation,300xx,GA,25.59,0.0,523.0,2.0,8.0,0.0,14665.0,73.0,8.0,f,0.0,0.0,14542.61,14542.61,12725.0,1817.61,0.0,0.0,0.0,Dec-2015,873.03,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,51916.0,20100.0
62322,8925831,10717896,35000.0,35000.0,35000.0, 36 months,14.3,1201.33,2.0,10.0,5.0,MORTGAGE,100000.0,Verified,Nov-2013,n,debt_consolidation,Debt consolidation,786xx,TX,20.78,0.0,489.0,1.0,12.0,0.0,14029.0,56.3,23.0,w,0.0,0.0,40672.85,40672.85,35000.0,5672.85,0.0,0.0,0.0,Mar-2015,22652.9,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,317238.0,24900.0
172043,3157881,3870247,15000.0,15000.0,15000.0, 36 months,6.62,460.56,0.0,1.0,4.0,MORTGAGE,85000.0,Not Verified,Jan-2013,n,debt_consolidation,Personal,951xx,CA,7.98,0.0,472.0,2.0,11.0,0.0,21171.0,64.9,15.0,w,0.0,0.0,16450.65,16450.65,15000.0,1450.65,0.0,0.0,0.0,Mar-2015,4936.65,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,217454.0,32600.0
71089,8514853,10266991,6625.0,6625.0,6625.0, 36 months,10.99,216.87,1.0,6.0,6.0,MORTGAGE,93000.0,Not Verified,Nov-2013,n,debt_consolidation,new start loan,740xx,OK,17.77,0.0,461.0,1.0,5.0,0.0,4473.0,63.9,15.0,w,0.0,0.0,7452.71,7452.71,6625.0,827.71,0.0,0.0,0.0,Apr-2015,3982.79,,Apr-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,60394.0,7000.0
190001,1626868,1899159,8450.0,8450.0,8450.0, 36 months,12.12,281.15,1.0,7.0,3.0,RENT,34000.0,Verified,Oct-2012,n,debt_consolidation,Getting fresh start,330xx,FL,18.04,0.0,358.0,1.0,7.0,0.0,18667.0,88.5,16.0,f,0.0,0.0,5313.16,5313.16,3238.97,1376.18,0.0,698.01,125.641800001,Jul-2014,100.0,,Jul-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,18667.0,21100.0
837857,40940472,43816256,35000.0,35000.0,35000.0, 60 months,12.69,790.82,2.0,11.0,1.0,OWN,145000.0,Verified,Feb-2015,n,credit_card,Credit card refinancing,761xx,TX,16.76,0.0,466.0,0.0,8.0,0.0,38351.0,66.7,14.0,w,0.0,0.0,38381.84,38381.84,35000.0,3381.84,0.0,0.0,0.0,Dec-2015,28498.32,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,78324.0,57500.0
850917,40460853,43325595,13000.0,13000.0,13000.0, 60 months,19.24,338.95,4.0,21.0,4.0,RENT,37000.0,Source Verified,Feb-2015,n,debt_consolidation,Debt consolidation,907xx,CA,21.63,0.0,602.0,1.0,13.0,0.0,11289.0,34.5,15.0,w,0.0,0.0,14783.78,14783.78,13000.0,1783.78,0.0,0.0,0.0,Nov-2015,12086.08,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,18761.0,32700.0
264618,33390619,36033871,8250.0,8250.0,8250.0, 36 months,11.67,272.72,1.0,8.0,1.0,OWN,46500.0,Not Verified,Oct-2014,n,debt_consolidation,Debt consolidation,038xx,NH,14.98,0.0,468.0,1.0,9.0,0.0,6855.0,66.6,19.0,f,0.0,0.0,8767.64,8767.64,8250.0,517.64,0.0,0.0,0.0,Jun-2015,7142.02,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,100.0,15990.0,10300.0
126588,5768444,7200655,8000.0,8000.0,7950.0, 36 months,11.14,262.45,1.0,6.0,3.0,RENT,25000.0,Not Verified,Jun-2013,n,credit_card,beautiful,562xx,MN,17.66,0.0,427.0,1.0,8.0,0.0,14140.0,45.3,24.0,f,0.0,0.0,4461.33,4433.45,3447.86,1013.47,0.0,0.0,0.0,Dec-2014,262.45,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,14140.0,31200.0
298774,28713912,31247093,7200.0,7200.0,7200.0, 36 months,12.49,240.84,1.0,9.0,7.0,RENT,67000.0,Not Verified,Oct-2014,n,car,Car financing,402xx,KY,10.03,0.0,583.0,2.0,9.0,0.0,11416.0,31.6,20.0,f,0.0,0.0,2649.24,2649.24,1922.9,726.34,0.0,0.0,0.0,Sep-2015,240.84,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,34007.0,36100.0
6609,966145,1187013,6400.0,6400.0,6400.0, 36 months,10.65,208.47,1.0,6.0,2.0,RENT,65000.0,Not Verified,Sep-2011,n,debt_consolidation,Consolidation,194xx,PA,7.09,1.0,480.0,1.0,7.0,0.0,8343.0,50.0,14.0,f,0.0,0.0,6948.03,6948.03,6400.0,548.03,0.0,0.0,0.0,Sep-2012,4870.55,,Apr-2015,0.0,1.0,INDIVIDUAL,0.0,,,
38811,344159,344147,7000.0,3800.0,320.411360292, 36 months,10.08,122.76,1.0,7.0,8.0,MORTGAGE,100000.0,Not Verified,Apr-2008,n,other,business,950xx,CA,21.54,0.0,449.0,0.0,20.0,0.0,29144.0,31.8,34.0,f,0.0,0.0,4419.22,326.81,3800.0,619.22,0.0,0.0,0.0,May-2011,123.33,,Apr-2011,0.0,1.0,INDIVIDUAL,0.0,,,
101438,6739769,8342062,28000.0,28000.0,27900.0, 60 months,10.64,603.78,1.0,6.0,1.0,MORTGAGE,67000.0,Verified,Aug-2013,n,debt_consolidation,debt  combining,984xx,WA,15.81,0.0,476.0,0.0,13.0,0.0,38142.0,37.9,34.0,f,0.0,0.0,7201.27,7175.64,2173.1,1436.53,0.0,3591.64,35.785899994,Mar-2014,603.78,,Jul-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,247711.0,100723.0
459859,10625283,12497382,35000.0,35000.0,34950.0, 60 months,20.5,937.06,4.0,20.0,7.0,RENT,78899.0,Verified,Jan-2014,n,debt_consolidation,Debt consolidation,105xx,NY,18.39,0.0,490.0,0.0,19.0,0.0,17430.0,34.8,46.0,f,0.0,0.0,10323.05,10308.31,2123.53,3498.16,0.0,4701.36,47.0136000021,Jul-2014,937.06,,Dec-2014,0.0,1.0,INDIVIDUAL,0.0,50.0,58113.0,50100.0
18693,692328,882980,10400.0,10400.0,10400.0, 60 months,10.0,220.97,1.0,6.0,7.0,RENT,70000.0,Source Verified,Mar-2011,n,credit_card,Ro's Loan,604xx,IL,20.47,0.0,504.0,0.0,14.0,0.0,18458.0,47.8,25.0,f,0.0,0.0,13164.5493261,13164.55,10400.0,2764.55,0.0,0.0,0.0,May-2015,2353.82,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,,,
869393,38311835,41095583,24000.0,24000.0,24000.0, 60 months,12.99,545.96,2.0,11.0,4.0,RENT,238000.0,Source Verified,Jan-2015,n,debt_consolidation,Debt consolidation,294xx,SC,14.83,0.0,404.0,0.0,13.0,0.0,32548.0,65.9,41.0,w,0.0,0.0,25532.55,25532.55,24000.0,1532.55,0.0,0.0,0.0,Jul-2015,22846.05,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,275001.0,49400.0
157036,3632956,4585813,23275.0,23275.0,23225.0, 60 months,13.11,530.89,1.0,8.0,1.0,MORTGAGE,145000.0,Verified,Mar-2013,n,home_improvement,home improvement,890xx,NV,26.1,0.0,506.0,0.0,21.0,0.0,21222.0,91.9,41.0,f,0.0,0.0,29055.9471389,28993.53,23275.0,5780.95,0.0,0.0,0.0,Jun-2015,15254.24,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,328943.0,23100.0
104332,6617001,8199146,4950.0,4950.0,4950.0, 36 months,23.5,192.91,5.0,25.0,0.0,MORTGAGE,30000.0,Not Verified,Aug-2013,n,other,Honest,331xx,FL,11.2,0.0,553.0,1.0,5.0,0.0,3639.0,91.0,16.0,f,0.0,0.0,6579.36910373,6579.37,4950.0,1629.37,0.0,0.0,0.0,May-2015,2725.13,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,3639.0,4000.0
169874,3188768,3921790,20000.0,20000.0,20000.0, 36 months,11.14,656.11,1.0,6.0,3.0,RENT,50000.0,Verified,Feb-2013,n,credit_card,Pay off cards,554xx,MN,29.06,0.0,550.0,0.0,11.0,0.0,15598.0,67.8,19.0,f,0.0,0.0,18201.47,18201.47,14360.1,3354.51,0.0,486.86,87.6348,May-2015,656.11,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,29483.0,23000.0
399608,15299948,17372384,28000.0,28000.0,28000.0, 36 months,13.65,952.23,2.0,10.0,5.0,RENT,80000.0,Source Verified,May-2014,n,debt_consolidation,Debt consolidation,346xx,FL,10.76,0.0,463.0,0.0,4.0,0.0,35765.0,93.9,19.0,w,0.0,0.0,3808.92,3808.92,2578.5,1230.42,0.0,0.0,0.0,Sep-2014,952.23,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,35765.0,38100.0
448103,11447750,13379925,10000.0,10000.0,10000.0, 36 months,11.99,332.1,1.0,7.0,1.0,RENT,34000.0,Not Verified,Feb-2014,n,debt_consolidation,Debt consolidation,482xx,MI,13.52,0.0,535.0,1.0,12.0,0.0,8913.0,53.1,12.0,f,0.0,0.0,2988.9,2988.9,2175.14,813.76,0.0,0.0,0.0,Nov-2014,332.1,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,8913.0,16800.0
782612,46235095,49342835,10000.0,10000.0,10000.0, 36 months,5.93,303.91,0.0,0.0,3.0,MORTGAGE,105000.0,Not Verified,Apr-2015,n,debt_consolidation,Debt consolidation,986xx,WA,17.09,0.0,452.0,0.0,17.0,0.0,10872.0,24.3,50.0,w,0.0,0.0,10396.93,10396.93,10000.0,396.93,0.0,0.0,0.0,Jan-2016,7968.94,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,291547.0,44800.0
138041,5115538,6437866,1600.0,1600.0,1600.0, 36 months,19.72,59.24,3.0,19.0,5.0,OWN,40000.0,Source Verified,May-2013,n,other,Personal,927xx,CA,14.64,0.0,393.0,1.0,6.0,0.0,6890.0,93.1,13.0,f,0.0,0.0,1652.69,1652.69,1600.0,52.69,0.0,0.0,0.0,Jul-2013,1652.97,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,15358.0,7400.0
449905,11425711,13357859,7200.0,7200.0,7200.0, 36 months,10.99,235.69,1.0,6.0,0.0,MORTGAGE,56000.0,Verified,Jan-2014,n,home_improvement,Home improvement,801xx,CO,12.58,0.0,302.0,1.0,9.0,0.0,6976.0,69.8,11.0,w,0.0,0.0,8006.36,8006.36,7200.0,806.36,0.0,0.0,0.0,Apr-2015,4942.39,,Apr-2015,0.0,1.0,INDIVIDUAL,0.0,423.0,322033.0,10000.0
343296,21411383,23724225,10500.0,10500.0,10500.0, 36 months,10.15,339.55,1.0,6.0,7.0,RENT,52000.0,Not Verified,Jul-2014,n,debt_consolidation,Debt consolidation,071xx,NJ,21.74,0.0,567.0,0.0,8.0,0.0,6687.0,61.9,14.0,f,0.0,0.0,11648.84,11648.84,10500.0,1148.84,0.0,0.0,0.0,Oct-2015,6895.14,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,22681.0,10800.0
92165,7052080,8713688,13000.0,13000.0,13000.0, 36 months,14.33,446.4,2.0,11.0,5.0,MORTGAGE,83000.0,Source Verified,Sep-2013,n,debt_consolidation,CC consolidation,181xx,PA,15.87,0.0,434.0,0.0,8.0,0.0,12579.0,96.8,18.0,w,0.0,0.0,14734.7052144,14734.71,13000.0,1734.71,0.0,0.0,0.0,Oct-2014,9377.91,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,191163.0,13000.0
